Número,Ano,Processo,Modalidade,Objeto,Situação,Valor,Órgão,Categoria,Link Aviso,Link Contrato
035,2015,188184,PREGÃO PRESENCIAL,AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO E CONGÊNERES,REVOGADA,"0,00",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7199,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7199
033,2015,140278,PREGÃO ELETRÔNICO,AQUISIÇÃO DE PNEU E CONGÊNERES PARA VEÍCULOS DE 04 (QUATRO) RODAS,HOMOLOGADA,"500.144,58",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7202,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7202
029,2015,119576,PREGÃO ELETRÔNICO,AQUISIÇÃO DE CINTO TÁTICO E ACESSÓRIOS,HOMOLOGADA,"28.359,42",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7084,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7084
024,2015,96742,PREGÃO ELETRÔNICO,AQUISIÇÃO DE PNEUS E CONGÊNERES PARA VEÍCULOS AUTOMOTORES DE 04 RODAS,HOMOLOGADA,"476.116,18",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7158,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7158
018,2015,46555,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PARA MONTARIA (EQUITAÇÃO),HOMOLOGADA,"74.306,60",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6900,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6900
015,2015,37666,PREGÃO ELETRÔNICO,AQUISIÇÃO DE AR CONDICIONADO,HOMOLOGADA,"0,00",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6813,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6813
012,2015,14267,PREGÃO ELETRÔNICO,Aquisição de Móvel (Armários),HOMOLOGADA,"21.000,00",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6800,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6800
008,2015,263028,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERNIÇOS DE GERENCIAMENTO DE VIAGENS - PASSAGENS AEREAS,HOMOLOGADA,"50.000,00",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6684,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6684
007,2015,234059,PREGÃO ELETRÔNICO,AQUISIÇÃO DE RAÇÃO ANIMAL (EQUINA E CANINA),HOMOLOGADA,"660.414,00",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6642,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6642
006,2015,263027,PREGÃO ELETRÔNICO,ÓLEOS LUBRIFICANTES FILTROS E CONGÊNERES,HOMOLOGADA,"436.714,28",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6706,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6706
004,2015,263025,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO E CONGÊNERES,HOMOLOGADA,"33.190,08",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6683,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6683
002,2015,228673,PREGÃO PRESENCIAL,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM SUBSTITUIÇÃO DE PEÇAS EM MOTOCICLETAS,HOMOLOGADA,"0,00",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6609,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6609
001,2015,234060,PREGÃO PRESENCIAL,Contratação de Empresa do Ramo na Prestação de Serviços Automotivos veículo 04 Rodas.,HOMOLOGADA,"858.128,00",PM-QCG,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6727,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6727
22,2015,224047,PREGÃO PRESENCIAL,AQUISIÇÃO DE MATERIAL DE CONSUMO - NUTRIÇÃO,HOMOLOGADA,"0,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7427,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7427
21,2015,242210,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MACAS DE TRANSFERÊNCIA,HOMOLOGADA,"0,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7426,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7426
20,2015,136416,PREGÃO PRESENCIAL,MATERIAL DESCARTÁVEL E LIMPEZA,HOMOLOGADA,"57.038,80",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7413,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7413
19,2015,122960,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PERMANENTE (APARELHO DE FOTOTERAPIA),HOMOLOGADA,"0,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7312,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7312
18,2015,119348,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTO PERMANENTE (APARELHO DE ANESTESIA PARA RECÉM NASCIDOS),HOMOLOGADA,"0,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7311,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7311
17,2015,134265,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE CONSUMO (CANETA PARA BISTURI ELÉTRICO E ELETRODO MÉDICO),HOMOLOGADA,"17.700,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7310,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7310
16,2015,97457,PREGÃO PRESENCIAL,AQUISIÇÃO DE MATERIAL DE CONSUMO,FRACASSADA,"0,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7230,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7230
15,2015,115521,PREGÃO PRESENCIAL,"AQUISIÇÃO DE MATERIAL DE CONSUMO/NUTRIÇAO (AVENTAL, BACIA, BANDEJA E OUTROS).",HOMOLOGADA,"0,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7229,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7229
14,2015,27592,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE EQUIPAMENTOS PERMANENTE (Bomba de Infusão de Seringa, Cama Motorizada, Capnógrafo, Poltrona Reclinável, Carro de Emergência).",HOMOLOGADA,"0,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7235,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7235
12,2015,118793,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PERMANENTE (BANHO MARIA),HOMOLOGADA,"33.299,95",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7160,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7160
11,2015,44073,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PERMANENTE (PINÇAS),HOMOLOGADA,"12.791,99",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7142,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7142
10,2015,64326,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PERMANENTE (SECADORA DE ROUPA HOSPITALAR E CARRO PARA COLETA DE ROUPAS),HOMOLOGADA,"35.363,69",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7141,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7141
09,2015,115486,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE MATERIAL DE CONSUMO (INJETORES, BOCAIS PLÁSTICO E LIGA ELÁSTICA)",HOMOLOGADA,"3.904,99",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7140,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7140
08,2015,45272,PREGÃO PRESENCIAL,MANUTENÇÃO PREVENTIVA E CORRETIVACOM REPOSIÇÃO DE PEÇAS EM CODICIONADORES DE AR DO TIPO SPLIT SYSTEM E DUAS CENTRAIS DE AR.,HOMOLOGADA,"0,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7067,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7067
07,2015,82696,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE MATERIAL PERMANENTE - NUTRIÇÃO (fogão, forno, microondas e descascador de legumes)",HOMOLOGADA,"14.120,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7001,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7001
06,2015,58175,PREGÃO PRESENCIAL,INSUMOS LABORATORIAL DE USO CONTÍNUO,HOMOLOGADA,"20.109,30",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6993,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6993
05,2015,119219,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE EQUIPAMENTOS PERMANENTES (estetoscópio, ultra, balança, otoscópio e outros).",SUSPENSO,"0,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6930,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6930
04,2015,65090,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE MATERIAL PERMANENTE (ESTUFA, CENTRÍFUGA, BANHO-MARIA, AGLUTINOSCÓPIO E OUTROS).",HOMOLOGADA,"41.942,99",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6882,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6882
03,2015,125418,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,HOMOLOGADA,"75.130,00",HJPB,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6871,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6871
23,2015,106332,PREGÃO ELETRÔNICO,TERCEIRA CHAMADA PARA REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL DE CONSUMO PARA O LABORATÓRIO DE HLA,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6724,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6724
15,2015,128432,PREGÃO ELETRÔNICO,material permanente,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7806,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7806
09,2015,97557,PREGÃO ELETRÔNICO,"Contratação de empresa especializada na prestação de serviços de  sucção, limpeza da tubulação e transporte   e descarte de dejetos, estimado em aproximadamente 120.000  trimestral, litros por um perí",PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7691,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7691
025,2015,111736,PREGÃO ELETRÔNICO,serviço de dedetização e lavagem de reservatorios de agua,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7386,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7386
025,2015,15144,PREGÃO ELETRÔNICO,aquisição de material de consumo e permanente,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7363,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7363
021,2015,179452,PREGÃO ELETRÔNICO,registro de preços para aquisição de ribbons para impresssora zebra,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7340,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7340
020,2015,10647,PREGÃO PRESENCIAL,aquisição de generos alimenticios para a Unidade de Coleta e Transfusão de Pau dos Ferros RN,HOMOLOGADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7097,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7097
019,2015,15798,PREGÃO ELETRÔNICO,registro de preços para aquisição de material de consumo odontologico,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7077,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7077
2,2015,122097,PREGÃO ELETRÔNICO,Aquisição de Material de consumo para o lab de hematologia,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7048,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7048
016,2015,21452,PREGÃO ELETRÔNICO,controle de qualidade,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6989,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6989
015,2015,230268,PREGÃO ELETRÔNICO,aquisição de kits reagentes para hematologia,ENCERRADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6970,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6970
014,2015,5717,PREGÃO ELETRÔNICO,aquisição de etiquetas auto adesiva,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6935,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6935
012,2015,230125,PREGÃO ELETRÔNICO,material de consumo para laboratorio de imunohematologia,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6927,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6927
011,2015,64291,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PERMANENTE PARA ATENDER AS NECESSIDADES DO HEMONORTE,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6844,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6844
010,2015,480758,PREGÃO ELETRÔNICO,"Serviço de instalação de pontos lógicos, identificação de todos os cabos de rede, instalação de pontos elétricos em diversos setores do HEMONORTE",PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/5144,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/5144
008,2015,122471,PREGÃO ELETRÔNICO,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE SOROS E KITS PARA OS LABORATÓRIOS DE HEMATOLOGIA E IMUNOHEMATOLOGIA COM CESSÃO DE EQUIPAMENTOS EM COMODATO,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6787,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6787
007,2015,181624,PREGÃO ELETRÔNICO,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE BOLSAS DE SANGUES,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6785,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6785
006,2015,213744,PREGÃO ELETRÔNICO,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE KITS DE AFERESE COM COMODATO DE EQUIPAMENTOS,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6786,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6786
004,2015,136283,PREGÃO ELETRÔNICO,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE KITS SOROLOGICOS COM CESSÃO EM COMODATO DE EQUIPAMENTOS E FORNECIMENTO DE ACESSORIOS E DESCARTAVEIS.,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6765,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6765
003,2015,103101,PREGÃO ELETRÔNICO,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL DE LABORATORIO PARA O HEMONORTE,PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6730,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6730
001,2015,94147,PREGÃO ELETRÔNICO,"Registro de Preços para aquisição de kits para autotransfusão,  com cessão de equipamentos",PUBLICADA,"0,00",HDBC,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6726,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6726
004,2015,129825,PREGÃO PRESENCIAL,ÒLEO LUBRIFICANTE PARA MOTOR A DIESEL E ÒLEO DIESEL PARA GERADOR,DESERTA,"0,00",HRF,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7352,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7352
003,2015,91027,PREGÃO PRESENCIAL,"CONFECÇÃO DE MATERIAL GRAFICO RECEITUARIO,FORMULARIO DE SOLICITAÇÃO DE MEDICAMENTOS, LAUDO MÉDICO ETC.;",HOMOLOGADA,"27.800,00",HRF,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7245,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7245
002,2015,36572,PREGÃO PRESENCIAL,KITS E MATERIAL DE CONSUMO PARA LABORATÓRIO,HOMOLOGADA,"0,00",HRF,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7051,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7051
001,2015,274849,PREGÃO PRESENCIAL,"Gêneros alimentícios perecíveis (Carnes, aves, peixes, hortaliças, Frutas, Polpas de Frutas, Leites e Derivados e Pães)",HABILITAÇÃO,"0,00",HRF,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/6898,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/6898
48,2015,93867,PREGÃO ELETRÔNICO,"Registro de Preços para futuras aquisições de Material Médico Hospitalar (compressa neurológica, gaze e outros)",HOMOLOGADA,"0,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7452,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7452
47,2015,32547,PREGÃO ELETRÔNICO,Aquisição de acessórios para equipamento da marca OMNIMED,HOMOLOGADA,"33.678,90",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7451,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7451
46,2015,238067,PREGÃO ELETRÔNICO,Aquisição de Pulseira e Etiquetas para identificação de pacientes,PUBLICADA,"0,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7436,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7436
45,2015,85454,PREGÃO ELETRÔNICO,Aquisição de testes quimicos e biologicos,HOMOLOGADA,"520.576,40",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7410,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7410
44,2015,182180,PREGÃO ELETRÔNICO,Aquisição de COXINS,HOMOLOGADA,"36.860,80",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7404,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7404
43,2015,128641,PREGÃO ELETRÔNICO,cONTRATO DE mANUTENÇÃO DO sISTEMA DE cÂMERAS,HOMOLOGADA,"13.480,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7389,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7389
42,2015,32908,PREGÃO ELETRÔNICO,serviço de manutenção em equipamento tipo perfurador ortopédico ‘Microdent’,HOMOLOGADA,"17.999,99",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7392,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7392
41,2015,48760,PREGÃO ELETRÔNICO,AQUISIÇÃO DE BANDAGENS TERAPÊUTICAS,HOMOLOGADA,"3.205,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7373,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7373
40,2015,142884,PREGÃO ELETRÔNICO,Aquisição de Materiais Diversos para Assistência Respiratória,HOMOLOGADA,"11.124,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7372,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7372
39,2015,85405,PREGÃO ELETRÔNICO,aQUISIÇÃO DE mEDIUCAMENTOS (AGUA BIDESTILADA E CLORETO DE SÓDIO),PUBLICADA,"0,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7388,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7388
38,2015,186022,PREGÃO ELETRÔNICO,Aquisição de Dieta Enteral,HOMOLOGADA,"52.608,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7364,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7364
37,2015,32503,PREGÃO ELETRÔNICO,SERVIÇO DE DESINSTALAÇÃO E TRANSPORTE  DE UM TOMÓGRAFO,HOMOLOGADA,"12.400,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7348,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7348
36,2015,35351,PREGÃO ELETRÔNICO,Aquisição de Equipamentos de Informática,HOMOLOGADA,"81.428,42",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7333,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7333
35,2015,206504,PREGÃO ELETRÔNICO,Aquisição de Estantes de Aço,HOMOLOGADA,"7.000,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7321,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7321
34,2015,86115,PREGÃO ELETRÔNICO,aquisição de COMPUTADORES E MONITORES,HOMOLOGADA,"45.523,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7298,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7298
33,2015,185993,PREGÃO ELETRÔNICO,Aquisição de Frasco para Dieta Enteral,HOMOLOGADA,"59.400,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7291,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7291
32,2015,48865,PREGÃO ELETRÔNICO,contrato de serviços de recuperação de instrumental cirúrgico,HOMOLOGADA,"19.556,33",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7283,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7283
31,2015,31829,PREGÃO ELETRÔNICO,Aquisição de material para laboratório e análises clínicas (anticoagulantes e outros),HOMOLOGADA,"145.090,27",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7281,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7281
30,2015,35055,PREGÃO ELETRÔNICO,Aquisição de Tomógrafo,HOMOLOGADA,"1.225.000,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7112,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7112
29,2015,35342,PREGÃO ELETRÔNICO,aquisição de pulseiras para identificação e etiquetas,HOMOLOGADA,"13.230,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7265,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7265
28,2015,136529,PREGÃO ELETRÔNICO,Contrato do Serviço de Lavagem e Desinfecção dos Reservatórios de Água,HOMOLOGADA,"4.500,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7274,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7274
27,2015,48870,PREGÃO ELETRÔNICO,SERVIÇO DE RECUPERAÇÃO E CONSERTO DE EQUIPAMENTOS MÉDICO-HOSPITALAR,HOMOLOGADA,"27.806,67",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7332,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7332
26,2015,280852,PREGÃO ELETRÔNICO,"aquisição de Aparelho de Ultrassonografia portátil, Doppler vascular portátil e Vídeo laringoscópio",HOMOLOGADA,"0,00",HMWG,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/7260,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/7260
